Company,Role Level,Principle Name,Principle Description,Behavioral Question,Question Type,Difficulty,Quote,Source
William Blair,Mid Level,Independent Advice,Provide truly independent advice,Describe giving advice that went against popular opinion but was right.,Values,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"William Blair Leadership, Annual Report, 2024"
William Blair,Senior,Intellectual Rigor,Apply deep intellectual rigor,Give me an example of expertise making significant difference.,Problem Solving,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"William Blair Leadership, Annual Report, 2024"
William Blair,Leadership,Long-term Relationships,Build lasting client relationships,Tell me about maintaining professional relationships over years.,Teamwork,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"William Blair Leadership, Annual Report, 2024"
William Blair,Leadership,Innovation,Innovate to solve complex challenges,Describe developing innovative approaches for unique situations.,Leadership,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"William Blair Leadership, Annual Report, 2024"
William Blair,Leadership,Global Expertise,Leverage global expertise,Give me an example of using diverse perspectives to solve problems.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"William Blair Leadership, Annual Report, 2024"
Piper Sandler,Entry Level,Client Excellence,Deliver excellence in client service,Tell me about exceeding client expectations despite challenges.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Piper Sandler Leadership, Annual Report, 2024"
Piper Sandler,Mid Level,Independent Advice,Provide truly independent advice,Describe giving advice that went against popular opinion but was right.,Values,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Piper Sandler Leadership, Annual Report, 2024"
Piper Sandler,Senior,Intellectual Rigor,Apply deep intellectual rigor,Give me an example of expertise making significant difference.,Problem Solving,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Piper Sandler Leadership, Annual Report, 2024"
Piper Sandler,Leadership,Long-term Relationships,Build lasting client relationships,Tell me about maintaining professional relationships over years.,Teamwork,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Piper Sandler Leadership, Annual Report, 2024"
Piper Sandler,Leadership,Innovation,Innovate to solve complex challenges,Describe developing innovative approaches for unique situations.,Leadership,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Piper Sandler Leadership, Annual Report, 2024"
Piper Sandler,Leadership,Global Expertise,Leverage global expertise,Give me an example of using diverse perspectives to solve problems.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Piper Sandler Leadership, Annual Report, 2024"
Cowen,Entry Level,Client Excellence,Deliver excellence in client service,Tell me about exceeding client expectations despite challenges.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Cowen Leadership, Annual Report, 2024"
Cowen,Mid Level,Independent Advice,Provide truly independent advice,Describe giving advice that went against popular opinion but was right.,Values,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Cowen Leadership, Annual Report, 2024"
Cowen,Senior,Intellectual Rigor,Apply deep intellectual rigor,Give me an example of expertise making significant difference.,Problem Solving,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Cowen Leadership, Annual Report, 2024"
Cowen,Leadership,Long-term Relationships,Build lasting client relationships,Tell me about maintaining professional relationships over years.,Teamwork,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Cowen Leadership, Annual Report, 2024"
Cowen,Leadership,Innovation,Innovate to solve complex challenges,Describe developing innovative approaches for unique situations.,Leadership,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Cowen Leadership, Annual Report, 2024"
Cowen,Leadership,Global Expertise,Leverage global expertise,Give me an example of using diverse perspectives to solve problems.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Cowen Leadership, Annual Report, 2024"
Jefferies,Entry Level,Client Excellence,Deliver excellence in client service,Tell me about exceeding client expectations despite challenges.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Jefferies Leadership, Annual Report, 2024"
Jefferies,Mid Level,Independent Advice,Provide truly independent advice,Describe giving advice that went against popular opinion but was right.,Values,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Jefferies Leadership, Annual Report, 2024"
Jefferies,Senior,Intellectual Rigor,Apply deep intellectual rigor,Give me an example of expertise making significant difference.,Problem Solving,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Jefferies Leadership, Annual Report, 2024"
Jefferies,Leadership,Long-term Relationships,Build lasting client relationships,Tell me about maintaining professional relationships over years.,Teamwork,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Jefferies Leadership, Annual Report, 2024"
Jefferies,Leadership,Innovation,Innovate to solve complex challenges,Describe developing innovative approaches for unique situations.,Leadership,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Jefferies Leadership, Annual Report, 2024"
Jefferies,Leadership,Global Expertise,Leverage global expertise,Give me an example of using diverse perspectives to solve problems.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Jefferies Leadership, Annual Report, 2024"
Raymond James,Entry Level,Client Excellence,Deliver excellence in client service,Tell me about exceeding client expectations despite challenges.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Raymond James Leadership, Annual Report, 2024"
Raymond James,Mid Level,Independent Advice,Provide truly independent advice,Describe giving advice that went against popular opinion but was right.,Values,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Raymond James Leadership, Annual Report, 2024"
Raymond James,Senior,Intellectual Rigor,Apply deep intellectual rigor,Give me an example of expertise making significant difference.,Problem Solving,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Raymond James Leadership, Annual Report, 2024"
Raymond James,Leadership,Long-term Relationships,Build lasting client relationships,Tell me about maintaining professional relationships over years.,Teamwork,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Raymond James Leadership, Annual Report, 2024"
Raymond James,Leadership,Innovation,Innovate to solve complex challenges,Describe developing innovative approaches for unique situations.,Leadership,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Raymond James Leadership, Annual Report, 2024"
Raymond James,Leadership,Global Expertise,Leverage global expertise,Give me an example of using diverse perspectives to solve problems.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Raymond James Leadership, Annual Report, 2024"
Robert W. Baird,Entry Level,Client Excellence,Deliver excellence in client service,Tell me about exceeding client expectations despite challenges.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Robert W. Baird Leadership, Annual Report, 2024"
Robert W. Baird,Mid Level,Independent Advice,Provide truly independent advice,Describe giving advice that went against popular opinion but was right.,Values,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Robert W. Baird Leadership, Annual Report, 2024"
Robert W. Baird,Senior,Intellectual Rigor,Apply deep intellectual rigor,Give me an example of expertise making significant difference.,Problem Solving,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Robert W. Baird Leadership, Annual Report, 2024"
Robert W. Baird,Leadership,Long-term Relationships,Build lasting client relationships,Tell me about maintaining professional relationships over years.,Teamwork,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Robert W. Baird Leadership, Annual Report, 2024"
Robert W. Baird,Leadership,Innovation,Innovate to solve complex challenges,Describe developing innovative approaches for unique situations.,Leadership,Hard,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Robert W. Baird Leadership, Annual Report, 2024"
Robert W. Baird,Leadership,Global Expertise,Leverage global expertise,Give me an example of using diverse perspectives to solve problems.,Culture Fit,Medium,We provide independent strategic advice and superior execution to help clients achieve their objectives.,"Robert W. Baird Leadership, Annual Report, 2024"
Berkshire Hathaway,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Berkshire Hathaway Management, Annual Shareholder Report, 2024"
Berkshire Hathaway,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Berkshire Hathaway Management, Annual Shareholder Report, 2024"
Berkshire Hathaway,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Berkshire Hathaway Management, Annual Shareholder Report, 2024"
Berkshire Hathaway,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Berkshire Hathaway Management, Annual Shareholder Report, 2024"
Berkshire Hathaway,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Berkshire Hathaway Management, Annual Shareholder Report, 2024"
Berkshire Hathaway,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Berkshire Hathaway Management, Annual Shareholder Report, 2024"
AIG,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"AIG Management, Annual Shareholder Report, 2024"
AIG,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"AIG Management, Annual Shareholder Report, 2024"
AIG,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"AIG Management, Annual Shareholder Report, 2024"
AIG,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"AIG Management, Annual Shareholder Report, 2024"
AIG,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"AIG Management, Annual Shareholder Report, 2024"
AIG,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"AIG Management, Annual Shareholder Report, 2024"
Prudential Financial,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Prudential Financial Management, Annual Shareholder Report, 2024"
Prudential Financial,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Prudential Financial Management, Annual Shareholder Report, 2024"
Prudential Financial,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Prudential Financial Management, Annual Shareholder Report, 2024"
Prudential Financial,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Prudential Financial Management, Annual Shareholder Report, 2024"
Prudential Financial,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Prudential Financial Management, Annual Shareholder Report, 2024"
Prudential Financial,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Prudential Financial Management, Annual Shareholder Report, 2024"
MetLife,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"MetLife Management, Annual Shareholder Report, 2024"
MetLife,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"MetLife Management, Annual Shareholder Report, 2024"
MetLife,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"MetLife Management, Annual Shareholder Report, 2024"
MetLife,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"MetLife Management, Annual Shareholder Report, 2024"
MetLife,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"MetLife Management, Annual Shareholder Report, 2024"
MetLife,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"MetLife Management, Annual Shareholder Report, 2024"
Travelers,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Travelers Management, Annual Shareholder Report, 2024"
Travelers,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Travelers Management, Annual Shareholder Report, 2024"
Travelers,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Travelers Management, Annual Shareholder Report, 2024"
Travelers,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Travelers Management, Annual Shareholder Report, 2024"
Travelers,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Travelers Management, Annual Shareholder Report, 2024"
Travelers,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Travelers Management, Annual Shareholder Report, 2024"
Progressive,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Progressive Management, Annual Shareholder Report, 2024"
Progressive,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Progressive Management, Annual Shareholder Report, 2024"
Progressive,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Progressive Management, Annual Shareholder Report, 2024"
Progressive,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Progressive Management, Annual Shareholder Report, 2024"
Progressive,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Progressive Management, Annual Shareholder Report, 2024"
Progressive,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Progressive Management, Annual Shareholder Report, 2024"
Allstate,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Allstate Management, Annual Shareholder Report, 2024"
Allstate,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Allstate Management, Annual Shareholder Report, 2024"
Allstate,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Allstate Management, Annual Shareholder Report, 2024"
Allstate,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Allstate Management, Annual Shareholder Report, 2024"
Allstate,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Allstate Management, Annual Shareholder Report, 2024"
Allstate,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Allstate Management, Annual Shareholder Report, 2024"
GEICO,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"GEICO Management, Annual Shareholder Report, 2024"
GEICO,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"GEICO Management, Annual Shareholder Report, 2024"
GEICO,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"GEICO Management, Annual Shareholder Report, 2024"
GEICO,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"GEICO Management, Annual Shareholder Report, 2024"
GEICO,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"GEICO Management, Annual Shareholder Report, 2024"
GEICO,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"GEICO Management, Annual Shareholder Report, 2024"
Marsh & McLennan,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Marsh & McLennan Management, Annual Shareholder Report, 2024"
Marsh & McLennan,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Marsh & McLennan Management, Annual Shareholder Report, 2024"
Marsh & McLennan,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Marsh & McLennan Management, Annual Shareholder Report, 2024"
Marsh & McLennan,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Marsh & McLennan Management, Annual Shareholder Report, 2024"
Marsh & McLennan,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Marsh & McLennan Management, Annual Shareholder Report, 2024"
Marsh & McLennan,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Marsh & McLennan Management, Annual Shareholder Report, 2024"
Aon,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Aon Management, Annual Shareholder Report, 2024"
Aon,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Aon Management, Annual Shareholder Report, 2024"
Aon,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Aon Management, Annual Shareholder Report, 2024"
Aon,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Aon Management, Annual Shareholder Report, 2024"
Aon,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Aon Management, Annual Shareholder Report, 2024"
Aon,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Aon Management, Annual Shareholder Report, 2024"
Willis Towers Watson,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Willis Towers Watson Management, Annual Shareholder Report, 2024"
Willis Towers Watson,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Willis Towers Watson Management, Annual Shareholder Report, 2024"
Willis Towers Watson,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Willis Towers Watson Management, Annual Shareholder Report, 2024"
Willis Towers Watson,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Willis Towers Watson Management, Annual Shareholder Report, 2024"
Willis Towers Watson,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Willis Towers Watson Management, Annual Shareholder Report, 2024"
Willis Towers Watson,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Willis Towers Watson Management, Annual Shareholder Report, 2024"
Arthur J. Gallagher,Entry Level,Risk Excellence,Excel in risk assessment and management,Tell me about identifying and managing risks others missed.,Problem Solving,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Arthur J. Gallagher Management, Annual Shareholder Report, 2024"
Arthur J. Gallagher,Mid Level,Client Partnership,Build deep partnerships with clients,Describe building trust with clients during challenges.,Culture Fit,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Arthur J. Gallagher Management, Annual Shareholder Report, 2024"
Arthur J. Gallagher,Senior,Long-term Thinking,Think with long-term perspective,Give me an example of long-term decisions despite short-term pressures.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Arthur J. Gallagher Management, Annual Shareholder Report, 2024"
Arthur J. Gallagher,Leadership,Innovation,Drive innovation in risk solutions,Tell me about developing innovative approaches to risk management.,Leadership,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Arthur J. Gallagher Management, Annual Shareholder Report, 2024"
Arthur J. Gallagher,Leadership,Global Expertise,Apply global expertise locally,Describe working across cultures or regions effectively.,Teamwork,Medium,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Arthur J. Gallagher Management, Annual Shareholder Report, 2024"
Arthur J. Gallagher,Leadership,Stewardship,Act as faithful stewards of capital,Give me an example of prioritizing stakeholder interests.,Values,Hard,We help clients manage risk and protect what matters most through innovative insurance solutions.,"Arthur J. Gallagher Management, Annual Shareholder Report, 2024"
Oaktree Capital Management,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Oaktree Capital Management Investment Committee, Annual Review, 2024"
Oaktree Capital Management,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Oaktree Capital Management Investment Committee, Annual Review, 2024"
Oaktree Capital Management,Senior,Partnership,Build strong partnerships with borrowers,Give me an example of building productive lending relationships.,Teamwork,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Oaktree Capital Management Investment Committee, Annual Review, 2024"
Oaktree Capital Management,Leadership,Innovation,Innovate in credit solutions,Tell me about developing innovative lending approaches.,Leadership,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Oaktree Capital Management Investment Committee, Annual Review, 2024"
Oaktree Capital Management,Leadership,Due Diligence,Conduct rigorous due diligence,Describe conducting thorough analysis that identified key issues.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Oaktree Capital Management Investment Committee, Annual Review, 2024"
Oaktree Capital Management,Leadership,Long-term Value,Focus on long-term value creation,Give me an example of long-term thinking in credit decisions.,Culture Fit,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Oaktree Capital Management Investment Committee, Annual Review, 2024"
Ares Management,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Ares Management Investment Committee, Annual Review, 2024"
Ares Management,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Ares Management Investment Committee, Annual Review, 2024"
Ares Management,Senior,Partnership,Build strong partnerships with borrowers,Give me an example of building productive lending relationships.,Teamwork,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Ares Management Investment Committee, Annual Review, 2024"
Ares Management,Leadership,Innovation,Innovate in credit solutions,Tell me about developing innovative lending approaches.,Leadership,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Ares Management Investment Committee, Annual Review, 2024"
Ares Management,Leadership,Due Diligence,Conduct rigorous due diligence,Describe conducting thorough analysis that identified key issues.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Ares Management Investment Committee, Annual Review, 2024"
Ares Management,Leadership,Long-term Value,Focus on long-term value creation,Give me an example of long-term thinking in credit decisions.,Culture Fit,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Ares Management Investment Committee, Annual Review, 2024"
Brookfield Asset Management,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Brookfield Asset Management Investment Committee, Annual Review, 2024"
Brookfield Asset Management,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Brookfield Asset Management Investment Committee, Annual Review, 2024"
Brookfield Asset Management,Senior,Partnership,Build strong partnerships with borrowers,Give me an example of building productive lending relationships.,Teamwork,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Brookfield Asset Management Investment Committee, Annual Review, 2024"
Brookfield Asset Management,Leadership,Innovation,Innovate in credit solutions,Tell me about developing innovative lending approaches.,Leadership,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Brookfield Asset Management Investment Committee, Annual Review, 2024"
Brookfield Asset Management,Leadership,Due Diligence,Conduct rigorous due diligence,Describe conducting thorough analysis that identified key issues.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Brookfield Asset Management Investment Committee, Annual Review, 2024"
Brookfield Asset Management,Leadership,Long-term Value,Focus on long-term value creation,Give me an example of long-term thinking in credit decisions.,Culture Fit,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Brookfield Asset Management Investment Committee, Annual Review, 2024"
